label,sentence
-1,http bit
-1,time listen people love spend
1,feel dad
-1,bike ride
-1,hit day time tweet road computer
1,hour omg college
-1,life hurt god love lie
1,parking lot
-1,summer break
1,hair hate
-1,day mommy exam haha spend birthday
-1,day wow wait surprise
-1,bitch haha idea hahah
-1,hour breakfast eat twitter
-1,talk suck time follow twitter lot energy
1,laptop night bed hear fall morning middle
1,week college exam
-1,tea time morning house
-1,girl guy cuz
-1,hate miss lol love
-1,ppl time lol run business question
-1,change http bit
-1,hear fan lol love xxx
-1,dream hope yeah
-1,hair girl cut grow lol hmm
-1,catch time bed tomorrow hate
1,catch night lol wife song gettin
-1,page read http love quote
-1,blood watch season finish
1,fix feel hurt leg hell bike ride
1,miss heart movie date dad dinner
1,catch leave
1,boss time meeting
1,job call break person
1,yay leave update haha album
-1,day run practice doughnut
1,bring life beach
1,water glass http buy
1,camera phone lol love
1,girl wake feeling nap
-1,shoot lol follow hope
-1,wait head car
-1,song concert lady haha
1,eat feel lot
1,wait feel news fly plane
-1,life day listen http bit
1,pass night concert fuck
-1,cook eat home dinner mum bit haha
-1,summer weekend enjoy weather school lot
-1,catch lol plan
-1,flu swine hope sound babe voice
-1,background twitter load minute
-1,hannah movie love parent
1,week book ticket haha
-1,tip lol friend kno hang
1,family life yesterday home lose boy
-1,hit life gym boy
-1,tonight shower feel haha tho mind
1,color day plan die nite
1,cream cheese brother fun
-1,bring kid baby book wow
1,yesterday weather bit
1,day album buy couple
1,job feel change
-1,meet wait cousin
1,shift night sleep
1,day ass school finish
-1,http vote bit
1,realize day people gonna care
1,weekend talk event tomorrow
-1,gotta love weight lose def
1,monday hate day hope morning
1,hate twitter gonna fam clothes
-1,rest watch head fun night bed lol gonna love laptop die
1,tea cup
-1,electro download http fun cheer bit music project suggest
1,girl party friday pool
1,friday guess weather
-1,rest guy school prayer god kid bless donniewahlberg donnie
1,baby girl miss fun wake throw church
1,lookin time lol luv club tho
-1,town love btw
-1,time spend
1,week break stick
1,buy play mac wake
1,buy wanna home lose world
-1,hour day ugh home night sleep money ache stomach laundry
1,hey write stop
1,flu day swine lol haha
-1,hill day house haha jona
1,son mom sleep love dream cry scream
1,pay day suck night movie
-1,shopping dress wait love ball
1,breakfast feel morning pray
1,feeling tomorrow fall revise exam
1,time eat feel chicken
-1,day stuff wait job home play
1,yay day time hope happen dream awww
1,watch angel enjoy http weather tho camera
-1,fan game play
-1,fix lol dream head bed joe
-1,tonight night tomorrow tweep dog
1,fan day watch stop stay gotta video
1,http support
1,bike mile http home miss traffic road
1,day movie
1,girl follow stop
1,omg lol gonna haha
1,happen fall bed sleep eye
1,time difference feel haha yeah
-1,day leave drink cat phone home night
-1,night haha
-1,chance miss moment bet
-1,day god goodnight
1,bus stop forget people
-1,followfriday follow tweet people post
-1,feel rock
-1,husband love chicken dinner finish
1,fix gonna blog
-1,care time love hug fill
-1,hope break
-1,homework school
-1,job bed
-1,hey enjoy birthday
-1,hear day twitter friend bro bless
-1,friday wait guy night bet
-1,night wit hangover
1,town leave people love lot break
1,fan time money cry
1,party sister hour graduation dad
1,reading time sale garage stuff ugh
-1,yay yesterday
1,job money friend
1,live enjoy
1,channel change shit scare sleep boy
-1,buy game money night ticket season seat
-1,channel watch hour hope music
1,catch yesterday morning bout weather afternoon
-1,day night lay
1,sit wait mom weather call
-1,stuff dad
-1,baby girl check
1,meet june guess stuff
1,pick watch movie
-1,party house wait fun tomorrow fam
-1,hear job
-1,reply message yeah lot
1,house hope love
1,day train gonna morning
1,arm hurt toe wash car
1,weekend life homework fun home night
-1,hair straighten tomorrow
-1,thx hope forget
1,waste money lol cell phone iphone alot
1,sit night lol
-1,follow write
-1,sunday friend morning share
-1,week job lot tomorrow
-1,day hehe time pizza
1,news air
1,yay people lot
1,news call tomorrow vacation
1,house watch home haha
-1,live die
-1,omg haha davidarchie
-1,book write love
-1,luv love sweetie start story create
-1,friend photo
1,start school
-1,stuff hope join
-1,dress http video
1,toast eat cheese lol damn
-1,run http feel morning join myloc
1,lot morning
1,day depress sunshine
-1,sun day twitter hope morning coffee land
-1,rest life guy nkotb moment jonathanrknight
-1,bbq time watch fam mom wit tire
1,answer call haha yeah break
1,bbq weather lol sound guess bit
1,hate call
1,die haha
1,day miss
-1,fan time reply fun love
1,stay home
-1,play tetris remember
-1,yesterday run fun trip
1,happen day rain hope expect
-1,card gift
-1,family party night friday boy
1,head love station
-1,book read enjoy finish listen
1,girl day friend bank holiday monday
-1,monday hope laker
1,hour computer spend
1,read update movie
-1,tonight lunch tomorrow finish dinner
1,bed sleep wake
1,yesterday sit night lol dog chat remember
1,day leave change month gig
-1,ear hear bout guy smile
-1,kid wake cat
-1,day wait love
-1,hey talk miss text
-1,eat lol haha tho prob beat
1,cat bed morning foot
-1,block follow
-1,follower day follow
1,fam miss home job stay mom
-1,feeling night
1,note leave http
-1,release day wait guess gonna
1,bitch hate call
1,plan rain
-1,read job http
-1,lol hope info morning nite
-1,weekend sound bit news
1,hey phone feel guy night text
-1,cell phone call tweet
1,sun day sky
-1,hear tweet
-1,follower pay day vip add train
1,meet boy night remember
-1,site blog website
-1,time http feel round love
-1,hair hour day dream land
-1,life bed church
-1,tonight shit day hope cheer
1,tonight week day fun play soccer
-1,sun sit eat enjoy garden morning breakfast
1,fall home call
-1,install window week time spend crash
1,lil sleep love daughter
1,copy day buy suck leave afford
1,diversity win bgt sit fun lol finish time wait home woop airport assignment
-1,hehe friend haha
-1,wait play sim finish
1,eat dinner
1,week plan
-1,job mom luck tomorrow
1,mileycyrus miley love baby brazil
-1,move hope
-1,brighten day awww fuck sing
-1,nxt lol person test finish
1,word day people leave
1,time schedule
-1,live fan buy book
-1,website post
1,girl boy play ball
-1,pic time change chance
1,week friday hope cat
-1,day read fall movie fav band
-1,day time relax home graduation
-1,sunday day mum run door mother
1,floor lol bed
-1,idea love
-1,demus love concert honey
-1,rest weekend time bed chat evening
-1,hour stuff train drive lot
-1,girl fun home lol shit scare rip drive
1,page miss
-1,age lol reading read finish
1,hate watch wait miss weather love line tan
-1,lol hope gonna
1,til hour hate enjoy weather drive class count
1,leave home goodbye drive
-1,girl lunch world
-1,week time run tour drive post
1,wtf hour run boy mom store
1,yay bring party
-1,cream day ice rain choice sam sky
-1,happen hour drink
-1,coffee start
-1,rest time bed lol goin body
1,monday hour dance music myspace
1,revision tomorrow wednesday feel
1,saturday morning stuff
1,thursday wait
-1,mom love
-1,day mother
-1,weekend book birthday
-1,hour time feel twitter post
1,iphone app
-1,run feel guy pain
1,stuff miss guess
-1,time shame voice spend hang
1,meet greet guy deserve
-1,sit love picture
-1,email http guy wap
-1,sun book starbuck coffee
-1,hey listen rock
-1,time boy
-1,time drive
1,bring love throw
1,yesterday stuff http reply love concert cry tom
1,awww time night talk week
-1,apple store
-1,copy love wow
1,wait june friend
-1,house buy
1,feel bit
1,hate day stuff bed waste nose
1,party meet saturday
1,walk dog cry
1,time speak
-1,family day spend tomorrow beach
1,catch leave train head
-1,xoxo night watch job cry movie congrat
1,decide friend
1,bring leave home dog call
1,hate house watch home
1,dude lol minute
1,apple store
-1,pulse potential http check traffic
1,day hurt pull muscle
-1,party fun play
-1,plan hope love death
-1,ppl meet dont reply cuz
1,sound night tomorrow event evening
1,girl home school
-1,speak night lol god break exhaust
1,tonight hour day twitter office
1,guess night
1,bring kid people world mother understand
-1,chance lol stick post
1,move day night morning neck
1,day cut buy food remind friend pizza
-1,catch episode week wait haha hill
-1,reason time
1,boy band
-1,win tweet http bit send bike
-1,page write
1,boyle susan happen time watch mind video
-1,sun wear lol dude
-1,gonna class
-1,top love buy phone blackberry def
-1,vid release lol
1,live hour
-1,baby wait miss twitter home night love prayer
1,party day tomorrow fall child
-1,family send pic
1,walk hour minute
-1,talk hour stuff hope sleep spend
1,sunday head park
1,hit buy realize sale shirt
-1,fit wius lol expect fun
-1,follower hey lol myspace
-1,http tomorrow
-1,mileycyrus day lol
1,guess love
-1,day god bless
-1,yesterday love idea month
-1,read cry month post
1,life ugh people town bunch
1,time drop couple
-1,pic http haha sign
1,move party day pack lot fam goodbye tear
-1,monday day spend horse
1,hill lauren season leave
-1,email week relax forget
-1,catch friend haha lot chat
-1,family week time god bless lol friend love tomorrow butt
-1,move guy
1,saturday school
-1,aunt uncle
-1,mom guess people love
1,book time food couple
-1,friday day interview link
-1,tuesday wait album buy
-1,week feeling night morning
-1,girl date rock tomorrow coffee afternoon excite
-1,time fun bet ton spend
-1,book read watch angel demon
-1,swift song taylor album music
1,pain night morning
-1,watch omg
1,follow people search
-1,interview hope haha
-1,win ticket concert
-1,yay time love god nap
-1,follower pay day vip add train
-1,day album wait
1,shoot wait suck haha
1,idea school ugh wanna
-1,lil boy home wedding
-1,hate tweet
1,miss hope love
-1,hey june mom lol gonna
-1,reply twitter message post send sign
-1,pic haha
-1,hey time stuff feel hope
-1,realize lol friend meet
-1,word http song blip fan
-1,day job hope morning
1,coz hope haha
-1,follow feel trend topic
-1,button click
1,week run lose
1,song night
-1,bring http hey album ustre online
-1,annoy lol internet haha
-1,sit weather
-1,weekend hey feel lol hope
-1,girl tour
1,talk bore
-1,city http boy song dance shop
-1,hey wait http guy myloc
-1,week day nyc love style
-1,cook wait
1,wear home visit dad
-1,read story http wanna
-1,thx follow guy god school
-1,ass sit night seat laugh
1,wow miss
-1,care dont feel lol taste bit
1,girl hate leave plan class
1,hit gotta haha
-1,day change feel florida morning
-1,worry lol haha
1,game haha kinda
-1,service time church love wait evening gonna spend
-1,sunday head dinner ride
1,dont week lol remember
1,issue twitter feed
-1,beach hope reply guy
1,save life moment laugh enjoy hold remember
1,half sleep wake
1,leave drop home pack
1,plan fall
-1,bus lol exam haha date remember tomorrow
1,start head bed lose air
1,time miss remind
-1,follower pay day vip add train
-1,email miss hope send answer
-1,weekend time enjoy son laugh cat
1,yay bed lol love tomorrow
1,move house walk
1,girl listen gossip song
1,shower feel miss smell
1,time crap feeling sleep
-1,head gotta
1,leave miss home
1,fail week exam kinda project
-1,watch wolverine enjoy movie
-1,rock love
-1,hour http love morning wont
-1,youtube http bit rock
-1,shopping day swim
-1,return home
1,stand feel fall
-1,girl city day school hill chillin
1,rest day bed fml wanna lay
-1,kitty cat
1,live dont people wow
1,read story news
1,hehe night haha post
